구분,질문,답변
전세,안녕하세요.집주인이 전세금을 돌려주지 않고 있어 정말 어려운 상황입니다.이러지도 저러지도 못하고 있는데요.아무리 봐도 전세사기가 의심되는데 고소를 진행해도 되는지고소를 하는데 도움을 받아야 하는지 고민됩니다.전세금을 돌려받으려면 어떻게 해야 할까요?,임대차계약은불요식행위로서구체적인합의만있다면일정한양식을필요로하지않습니다따라서집주인과세입자가문자로임대차계약내용을합의하고그에따라문자를주고받았다면해당문자는법적효력을가지게됩니다다만만약문자가너무간략하거나불명확한내용이포함되어있다면법적분쟁이발생할경우법원에서문자의효력을인정하지않을가능성도있습니다따라서해당문자에는전세금억역전세이자의금액지급시기지급방법등이구체적으로명시되어있어야합니다
전세,"안녕하세요 부동산 전세계약을 재계약하는데 있어서계약금액은 동일하나전에 계약했을 시점보다 전세금이 내려가서집주인이 계약금은 그대로하되월세로 일정액을 주겠다고 하고계약서를 안쓰더라도 문자로 해당내용에 대해 약속하는 문자를 보내주겠다고 한 상태인데요.이럴경우에 해당 문자가 법적 효력을 가질 수 있을까요.예시, 기존 전세계약 3억새로 전세계약 2억다만 3억 그대로하고 나머지 1억에 대해 역전세 이자 지급",보통이런경우대서료로만원만원정도받는데이건규정이있는것이아니라주변부동산여러곳에문의해보시고저렴한곳에서하시면좋을것같습니다
전세,"최근 집주인이 바뀌었고, 주차관련 관리비 문제로 계약서를 다시 작성하기로하였습니다.이때, 부동산을 끼고 계약을 하면, 중개비를 전세금에 맞춰세 내야하나요? 무료로 할 수 있나요?부동산안끼고 하기엔.. 쫌 그래서요..부동산끼면 어느정도 비용이 발생하나요?",부동산전세계약시주의사항옵션상태집상태등이상이없는지꼼꼼히확인하고계약금또는가계약금보내기전등기부등본임대인과계좌번호임대인맞는지확인하고계약내용어떤것들해주기로한부분이런내용문서화로꼭남겨두고임대인계좌로입금하면됩니다임대인얼굴보고신분증확인하기계좌번호맞는지확인등기부등본확인확인사항들확인하고계약서작성하고확정일자받고잔금과전입신고는동시이행관계여서잔금하고전입신고하기혹시불안하면안전장치로전세보증보험가입하면됩니다
전세,"곧 이사를 하게 되는데요현재 있는 집이 빠져야 다음 이사 가는 집으로 전세금이랑 보낼 수 있는데전세계약시 주의사항 같은거 알려주세요예를 들어서, 등기부등본의 어떤걸 봐야 한다던지 알려주세요",잔금일이나와야잔금일기준개월이내에전세자금대출신청합니다님의이사일정에따라빨리잔금일확정지으세요
전세,가계약 한 상태입니다. 잔금일 : 11월 3일에서 협의(임대인 이사 날짜 맞춰주는 조건)통화내용으로는 2주가 안 걸릴것으로 소통잔금일이 나와야 버팀목 전세대출이 나오는데 지속적으로 부동산에서 답변을 미루고 있습니다. 이런 경우 가계약 파기가 가능할까요?언제까지 기다리는게 맞는걸까요?,원칙상임대차계약이만료되지않은상황갱신된계약제외에서는다른특별한사정임대인의채무불이행등이없는한임차인이임의로계약을해지할수없습니다결국임대차계약기간중에는합의해지를하는수밖에없으며합의내용에따라임차인이금전을부담하는조건으로합의되는경우가있습니다위사안의경우임대인이만원지급을조건으로합의해지를해준것으로해석될여지가있습니다다만이미계약을해지하기로합의하였는데추후만원을달라고하였다면애초없던합의해지조건을제시한것으로이에관한승낙이없었으므로부당이득반환청구가가능할것입니다
전세,안녕하세요 제가 재작년에 약 2억원정도되는 전세를 들어갓었는데요 그집에서 11개월 정도 살다가 집을 하나 구입하게 되서집주인한테 집을 내놔도 되냐고 물어보니 그러라고 해서 집을 내놓고 부동산에서 집을 보여주고 집을 계약할 말이 나오기 시작하니 계약기간이 1년이나 남앗다며 다른 세입자를 구해와서 재계약을 하려면 자기가 계약서를 써주는 수고비로 100만원을 요구하더라구요싫으면 그냥 2년을 채워서 살라고 하더라구요당연히 세입자도 제가 구했고 당시 전세를 나가면서 중개 수수료도 제가 지불 했어요당시에는 구입한 집 계약금을 넣은 상태여서 울며 겨자먹기로 100만원을 못받았는데 혹시 부당이득금 반환소송으로 이 돈을 받을수있을까요? 제가 전세집 들어갈때도 집주인은 전 세입자에게 이것 저것 꼬투리를 잡아서 보증금을 덜 주려는 분위기가 있었어요집주인은 빌라를 수십채 가지고 있는 사람이라고 하더라구요,이게말이되는소린가요법적으로조치불가일까요계약달연장안하면어떻게될까요집주인이전세는그냥그렇다고받아드리라고만하네요해결법좀부탁드립니다답변만기에맞춰내줘야합니다안된다고반박할수있지만임대인이한두달연장해서봐달라고하면임차인입장에서는어쩔수가없습니다소송가서판결문받고그래도안주면경매를신청해야하는데그러면거의년걸리니어떻게해볼방법이없습니다그걸아니저임대인이시간을더달라고하는것입니다한두달줬는데도또더기다려달라고하는게더걱정입니다
전세,2023년 10월7일 계약만료이고 10월10일까지 은행에 대출금 상환을해야 합니다. (현재 이자 88000원씩나옴)2달전 미리 나간다고 말씀드렸는데 계약만료시점이아닌 10월31일에 집을빼줄수있냐 라고 하면서계약연장1달을 하자고합니다  (이자는 내가부담)나는 다른곳 가야하고 이 대출때문에 다른대출이 안되서 빠르게 빼고싶은데집주인은 통상1~2달은 원래 그렇다고 그냥 1달더 하라고합니다이게 말이되는소린가요?법적으로 조치불가일까요?계약1달연장 안하면 어떻게 될까요?? 집주인이 전세는 그냥그렇다고 받아드리라고만하네요 해결법좀부탁드립니다.,동생이재계약에대한동의를문자로보낸것은재계약에동의한것으로간주될수있습니다하지만정식계약서가작성되지않은상황에서는상황이복잡해질수있으므로동생은집주인과의상담을통해현재상황과원하는이사에대한의견을상세히얘기하고합의점을찾는것이좋습니다필요에따라법률전문가와상담하여도움을받을수도있습니다
전세,동생이 투룸 전세 살고 있는데 이번에 비가 많이 올 때 누수가 생겨서 집안이 곰팡이로 가득 차서 앞방으로 바꿨는데 그 시점이 전세 만료 2월 전인데 집주인이 그때 꼼수로 전세 재계약 관련 계약을 문자로 보낸 후 동생에게 동의 문자 답변을 보내라고 해서 방을 옮기는데 필요한 절차라며 재계약한다는 내용을 잘 확인하지 않고 동의를 했다는데 이럴 경우 재계약이 성립되는 건가요? 동생은 그때는 그냥 지낼까 했는데 옮긴 집이 기존 집보다 작고 구조가 너무 불편하여 이사를 하고 싶어 하는데 집주인이 문자로 재계약하지 않았느냐고 무슨 소리냐며 당황스럽다고 했다는데 정식 계약서는 아직 작성하지 않았는데 이 경우 어떻게 해결해야 할까요~ 도와주세요~,그럴때대출을방해한다고구청에민원을넣었으면좋았을텐데요다른방법이뭔지몰라도이미해결은되었네요중개료는주셔야할거에요주긴주되애를먹이는수밖에요
전세,[],그럴때대출을방해한다고구청에민원을넣었으면좋았을텐데요다른방법이뭔지몰라도이미해결은되었네요중개료는주셔야할거에요주긴주되애를먹이는수밖에요
전세,"안녕하세요.혼인신고를 하지 않고 부동산 전세 계약을 하려고 합니다.전세대출도 필요한 상황이라, 약 50%는 A의 앞으로 대출받고, 25%는 A가, 25%는 B가 부담하고 대출원리금은 둘이 반반 부담하여 상환할 예정입니다.이 경우, 부동산 명의를 A 50%, B 50%로 할 경우 증여세 문제가 없을까요?",그럴때대출을방해한다고구청에민원을넣었으면좋았을텐데요다른방법이뭔지몰라도이미해결은되었네요중개료는주셔야할거에요주긴주되애를먹이는수밖에요
전세,"안녕하세요  부동산 전세 관련해서 질문 드립니다. - 상황  1. 현재 전세 거주 중이며, 계약 만료일은 23.08 중순임  2. 이사할 신규 전세는 23.06 말 입주로 계약 완료 (잔금일이 6월말)  3. 기존 전세 임대인은 전세보증금을 계약 만료일(23.08중순)에도 신규 세입자가 없으면 주기 어렵다는 입장  4. 기존 전세는 대출이 없으며, 신규 전세는 은행대출(안심전세)을 끼고 진행함  5. 신규 전세 잔금에는 문제 없음 (기존 보증금 없이 잔금완료) - 질문  1. 위 상황에서 기존 전세 계약 만료일(23.08)에 맞춰 임차권 등기를 진행하려는데, 신규 전세에 전입신고를 잔금일(기존 전세 계약만료일 전, 23.06)에 진행해도 기존 전세 임차권 등기에 문제가 없는지  2. 만약 기존 전세 임차권 등기를 위해 신규 전세에 전입신고를 하면 안될 시, 신규 전세 은행대출에는 문제가 없는지위 내용에 대한 답변 주시면 진심으로 감사하겠습니다.추가로 필요한 정보가 있다면 댓글 부탁드립니다.",전세사기중대항력의효력발생시기를악용하는전세사기가있습니다주택임대차보호법상대항력이전입신고다음날발생하는것을악용하여전입신고와같은날에매매를하거나근저당권을설정하는방식입니다이러한수법으로세입자의대항력을무력화시키는사례가굉장히많습니다최근세입자들의소중한보증금을떼어먹는전세사기가기승을부리고있어세입자들의각별한주의가필요한상황입니다하지만사기꾼들의수법이워낙교묘하기때문에조심을한다고하더라도눈뜨고코베이는식으로전세사기를당하기십상입니다전세사기는수년간그수법이진화되어왔습니다전세사기에대처하는방법으로는형사고소보증금반환청구소송채권추심강제집행이있습니다이세가지절차가유기적으로진행되어야전세사기사건에서피해를회복할수있습니다공인중개사가전세사기에적극가담했다면공인중개사및중개사협회에대한손해배상청구도생각해볼수있습니다등전세보증보험을가입하였다고하더라도석연치않은이유들로보증이행을하지않는경우가허다합니다보증보험회사의입장에서도세입자에게보증채무를이행한뒤집주인에게구상권을행사하여보증금을회수해야하는데집주인으로부터보증금회수가불가능할경우이는고스란히보증보험회사의손해로귀속되기때문입니다이경우보증금반환에대한부담은고스란히세입자가부담하게됩니다최근유행하는갭투자전세사기는결국갭투자사기꾼이남겨놓은재산을피해자들끼리나눠먹기를하는형국으로귀결되는경우가많습니다따라서신속한법적조치를취한쪽이그렇지않은쪽보다유리할수밖에없습니다전세사기는수년동안그형태가진화해왔고그수법이사안마다다르기때문에사안에맞는적절한해결책을찾기를원하신다면관련자료를지참해전문변호사와상담을진행해보시는것이좋습니다참고하실만한글을소개해드립니다대항력효력발생시기악용한전세사기대응방법및부동산전세사기대응방법에관해서는아래글을참고하시면도움이되실것입니다집주인변경대항력무력화시키는전세사기대응방법은대항력전세사기대응방법올라도너무오른부동산가격으로인해거주불안정을호소하시는분들이많습전세사기변호사전세사기피해회복박자가잘맞아야한다전세사기변호사가알려주는전세사기피해회복방법세입자들의소중한보증금을떼어먹는전세사기사건이
